dev,name,batch_size,_compile.compile_inner,compile_attempt_0,bytecode_tracing,get_fake_value,create_proxy,wrap_to_fake_tensor_and_record,variable_builder_call,compile_attempt_1,build_guards,gc,insert_deferred_runtime_asserts,OutputGraph.call_user_compiler,inductor_import,inductor_codecache_torch_key,_recursive_pre_grad_passes,pass.pre_grad_passes.group_batch_fusion_passes,pass.pre_grad_passes.efficient_conv_bn_eval_pass,pass.pre_grad_passes.apply_gumbel_max_trick_pass,create_aot_dispatcher_function,aot_collect_metadata,compile_fx.<locals>.fw_compiler_base,_recursive_joint_graph_passes,pass.joint_graph_passes.remove_noop_ops,pass.joint_graph_passes.constant_fold_uniform_value,pass.joint_graph_passes.pass_pattern_0,pass.joint_graph_passes.pass_pattern_1,compile_fx_inner,fx_codegen_and_compile,additional_fake_tensor_prop,_recursive_post_grad_passes,pass.post_grad_passes.reorder_for_locality,pass.post_grad_passes.remove_profiler_ops,pass.post_grad_passes.post_grad_custom_pre_pass,pass.post_grad_passes.remove_noop_ops,pass.post_grad_passes.remove_assert_ops,pass.post_grad_passes.pass_pattern_0,pass.post_grad_passes.pass_pattern_1,pass.post_grad_passes.pass_pattern_2,pass.post_grad_passes.stable_sort,pass.post_grad_passes.move_constructors_to_cuda,pass.post_grad_passes.reinplace_inplaceable_ops,pass.post_grad_passes.decompose_triton_kernel_wrapper_functional,pass.post_grad_passes.decompose_auto_functionalized,pass.post_grad_passes.decompose_scan_to_while_loop,pass.post_grad_passes.decompose_map_to_while_loop,GraphLowering.run,GraphLowering.compile_to_fn,GraphLowering.compile_to_module,GraphLowering.codegen,Scheduler.__init__,Scheduler.fused_nodes,Scheduler.codegen,PythonWrapperCodegen.generate,PyCodeCache.load_by_key_path,async_compile.precompile,async_compile.wait,TritonBundler.collect,cudagraphify.get_container,CachingAutotuner.benchmark_all_configs,AOTAutogradCache.inductor_load,TritonBundler.read_and_emit,TritonBundler.load_cached_static_autotuners,StaticAutotunerFuture.warm_precompile,compile_attempt_2,CUDAGraphNode.record
cuda,DebertaV2ForMaskedLM,2,20.296625,20.071116,2.503167,0.969938,0.154539,0.146719,0.453022,0.046864,17.457944,0.114904,0.113402,0.013629,0.000031,0.001984,0.000020,16.305964,1.330253,10.868916,0.852891,0.029617,0.062256,0.575914,0.005106,10.013801,10.000718,0.927901,2.322145,0.005584,0.000417,0.000035,0.010544,0.000023,0.000010,0.332759,0.583600,0.003521,0.049532,0.198091,0.000101,0.003075,0.000041,0.000042,1.513355,4.395757,4.395702,4.341840,1.562336,0.340437,2.758177,0.113380,0.052748,0.021980,0.007259,0.003293,0.202712,0.000295,0.005570,0.161255,0.010309,0,0,0,0,0,0
cuda,DebertaV2ForMaskedLM,2,19.837005,19.628637,2.492848,1.218608,0.158238,0.156107,0.471186,0.049358,17.024742,0.115541,0.113988,0.011843,0.000029,0.002043,0.000022,15.862764,1.119772,11.125520,1.392149,0.030684,0.064788,0.627534,0.005330,9.730954,9.717582,0.813730,2.212007,0.005584,0.000420,0.000035,0.010418,0.000024,0.000010,0.335450,0.579169,0.003520,0.049747,0.197805,0.000099,0.003055,0.000041,0.000027,1.683348,4.158643,4.158591,4.112150,1.420985,0.248813,2.671675,0.109549,0.045289,0.016571,0.004136,0.003851,0.190500,0.000151,0.005058,0.114283,0.009968,0,0,0,0,0,0
cuda,DistilBertForMaskedLM,128,5.431171,5.353945,0.668166,0.293205,0.024896,0.062209,0.168994,0.008954,4.656082,0.115533,0.114137,0.004997,0.000030,0.000392,0.000019,4.005036,0.329778,2.688735,0.333263,0.004505,0.028678,0.156523,0.001304,2.354834,2.351474,0.258556,0.261865,0.001532,0.000105,0.000031,0.000636,0.000017,0.000010,0.026222,0.080201,0.000835,0.001499,0.022829,0.000085,0.000836,0.000032,0.000027,0.358667,1.239454,1.239411,1.211510,0.226139,0.069796,0.978210,0.417152,0.026926,0.016246,0.004094,0.002509,0.072798,0.000651,0.005713,0.210953,0.023064,0,0,0,0,0,0
cuda,DistilBertForMaskedLM,128,5.174496,5.104222,0.642008,0.267201,0.024734,0.063236,0.169670,0.009955,4.431817,0.117110,0.115493,0.005156,0.000028,0.000416,0.000019,3.778499,0.216620,2.606193,0.334661,0.003879,0.031096,0.158482,0.001259,2.270897,2.267509,0.193094,0.256934,0.001276,0.000109,0.000038,0.000612,0.000019,0.000009,0.024896,0.079773,0.000716,0.001380,0.021749,0.000077,0.000709,0.000033,0.000025,0.422134,1.168361,1.168314,0.776517,0.209996,0.056074,0.559769,0.028152,0.391136,0.380081,0.004184,0.002593,0.066022,0.000488,0.005628,0.202790,0.019294,0,0,0,0,0,0
cuda,DistillGPT2,16,7.039579,2.357933,2.771997,1.011903,0.142862,0.110708,0.380404,4.546732,0.118136,0.001602,0.016576,4.077563,0.115705,0.114361,0.006220,0.000047,0.000618,0.000037,3.467660,0.274224,2.505620,0.527200,0.005776,0.017559,0.125521,0.001252,1.977696,1.974032,0.212842,0.246095,0.001161,0.000123,0.000048,0.001480,0.000032,0.000019,0.022052,0.071916,0.000648,0.001216,0.020781,0.000118,0.000669,0.000059,0.000055,0.348905,0.965358,0.965288,0.890402,0.281201,0.105967,0.602300,0.026710,0.073635,0.062837,0.003571,0.003452,0.005478,0.226180,0.012351,0,0,0,0,0
cuda,DistillGPT2,16,6.796306,5.289142,1.637666,0.552054,0.054853,0.112375,0.289640,1.287633,0.197789,0.006418,0.021307,4.828900,0.115973,0.114040,0.008316,0.000137,0.000798,0.000111,4.164972,0.344418,3.042906,0.265791,0.007072,0.015934,0.101559,0.001463,2.775646,2.770807,0.225447,0.254483,0.001294,0.000223,0.000122,0.001789,0.000095,0.000055,0.023139,0.077280,0.000765,0.001523,0.020702,0.000306,0.000898,0.000166,0.000141,0.730566,1.276687,1.276473,0.951379,0.284255,0.107107,0.656040,0.030883,0.323351,0.144694,0.164652,0.004838,0.004902,0.283254,0.014204,0,0,0,0,0
cuda,ElectraForCausalLM,32,9.985939,9.848361,1.351166,0.638269,0.064446,0.091383,0.286517,0.018577,8.442156,0.115166,0.113494,0.006775,0.000037,0.000798,0.000021,7.625514,0.817465,4.321109,0.583083,0.015006,0.024139,0.387949,0.002204,3.736865,3.729657,0.372451,0.462016,0.002819,0.000180,0.000036,0.002074,0.000018,0.000010,0.031259,0.150360,0.001494,0.002493,0.035976,0.000087,0.001399,0.000042,0.000025,0.690840,1.800351,1.800298,1.767210,0.855375,0.126143,0.901730,0.046104,0.031989,0.010066,0.004548,0.128281,0.000281,0.150866,0.277212,0.010976,0,0,0,0,0,0,0
cuda,ElectraForCausalLM,32,10.186755,10.030229,1.332285,0.593003,0.066310,0.098278,0.299805,0.020459,8.639155,0.116255,0.114034,0.006605,0.000030,0.000837,0.000021,7.810660,0.715121,4.603527,0.598953,0.015155,0.024105,0.403648,0.002078,4.003277,3.997336,0.350093,0.472436,0.002351,0.000182,0.000036,0.001992,0.000020,0.000010,0.031120,0.155185,0.001282,0.002376,0.035591,0.000090,0.001200,0.000035,0.000027,0.842628,1.905002,1.904939,1.870068,0.847154,0.105410,1.011230,0.058997,0.034018,0.009989,0.005088,0.148276,0.000150,0.068932,0.267309,0.019772,0,0,0,0,0,0,0
cuda,GPT2ForSequenceClassification,4,10.224878,9.993628,2.973440,1.034361,0.180763,0.118657,0.400668,0.056195,6.906448,0.111875,0.110280,0.011703,0.000050,0.001983,0.000041,5.924002,0.849559,3.831428,0.616441,0.009465,0.019641,0.180816,0.002121,3.214071,3.208593,0.369099,0.447747,0.002515,0.000171,0.000037,0.001812,0.000019,0.000010,0.031251,0.149248,0.001421,0.002491,0.035910,0.000101,0.001342,0.000038,0.000027,0.601072,1.465655,1.465602,1.430106,0.472537,0.218287,0.948291,0.043791,0.049240,0.022011,0.003597,0.004039,0.211182,0.001359,0.005710,0.130585,0.020860,0.000635,0.000239,0.004662,0.004268,0,0
cuda,GPT2ForSequenceClassification,4,9.299227,8.196735,1.892192,0.681443,0.090299,0.102635,0.329186,0.885549,0.198725,0.003344,0.031974,7.064815,0.115311,0.113461,0.009311,0.000119,0.001142,0.000091,6.285583,0.539776,3.825680,0.360210,0.010221,0.023188,0.177744,0.002202,3.464061,3.457967,0.367427,0.449001,0.002151,0.000226,0.000096,0.001874,0.000060,0.000037,0.030637,0.148820,0.001264,0.002322,0.036074,0.000231,0.001257,0.000111,0.000091,0.606354,1.674641,1.674495,1.455846,0.480613,0.220906,0.963965,0.046020,0.219611,0.144005,0.058424,0.003641,0.005618,0.161067,0.015733,0.003941,0.000211,0.000082,0.000914,0
cuda,GoogleFnet,16,6.457195,6.361034,0.751578,0.300007,0.032807,0.063341,0.194114,0.009877,5.575441,0.116103,0.114504,0.005801,0.000030,0.000496,0.000034,4.904427,0.359438,3.427488,0.227832,0.004993,0.016894,0.066090,0.002034,3.198922,3.195035,0.257415,0.347245,0.001773,0.000128,0.000034,0.002174,0.000017,0.000012,0.033693,0.107087,0.000994,0.001814,0.027367,0.000089,0.000978,0.000035,0.000026,0.506957,1.835382,1.835337,1.813280,0.755660,0.152636,1.049424,0.049991,0.020854,0.009084,0.002978,0.090900,0.000565,0.005312,0.256393,0.014543,0,0,0,0,0,0,0
cuda,GoogleFnet,16,6.067990,5.972469,0.725387,0.282918,0.031108,0.062197,0.189900,0.010251,5.212215,0.115096,0.113655,0.006510,0.000027,0.000529,0.000020,4.552099,0.261224,3.289773,0.226224,0.004716,0.016780,0.068190,0.002016,3.062871,3.059141,0.197581,0.334849,0.001471,0.000123,0.000031,0.002149,0.000017,0.000010,0.034144,0.106118,0.000855,0.001617,0.026543,0.000075,0.000795,0.000031,0.000025,0.535864,1.752750,1.752705,1.730360,0.686211,0.140463,1.036169,0.051441,0.021175,0.009368,0.003110,0.089612,0.000240,0.030120,0.267049,0.016248,0,0,0,0,0,0,0
cuda,LayoutLMForMaskedLM,16,11.621517,11.485218,1.367861,0.658936,0.070676,0.094949,0.286512,0.020083,10.062785,0.116976,0.115272,0.006797,0.000028,0.000863,0.000020,9.231326,0.858328,5.778209,0.609162,0.016188,0.024219,0.349810,0.065332,5.167823,5.160986,0.592535,0.955922,0.003127,0.000234,0.000033,0.004566,0.000021,0.000010,0.036147,0.295160,0.001755,0.003089,0.068055,0.000082,0.001626,0.000036,0.000026,0.791323,2.371616,2.371568,2.335393,0.975629,0.163391,1.347975,0.058323,0.035386,0.011403,0.004172,0.128604,0.000134,0.005230,0.223835,0.005568,0,0,0,0,0,0,0
cuda,LayoutLMForMaskedLM,16,11.111145,10.978913,1.294450,0.577752,0.070795,0.094776,0.288635,0.022010,9.622106,0.115870,0.113842,0.006987,0.000028,0.000869,0.000019,8.787110,0.651429,5.630775,0.617507,0.016132,0.024699,0.356388,0.065122,5.011836,5.004445,0.448995,0.896287,0.003028,0.000245,0.000035,0.004391,0.000020,0.000009,0.035460,0.292078,0.001767,0.003116,0.067873,0.000085,0.001600,0.000037,0.000031,0.893691,2.325069,2.325019,2.293299,0.950511,0.123440,1.330909,0.059471,0.030833,0.012578,0.003779,0.124277,0.000225,0.064465,0.168642,0.005632,0,0,0,0,0,0,0
cuda,M2M100ForConditionalGeneration,16,17.125465,16.900317,2.431259,0.909244,0.148914,0.390996,0.712420,0.044319,14.360011,0.112575,0.111111,0.011094,0.000029,0.001876,0.000021,13.068541,1.204770,8.040799,0.804250,0.026105,0.042485,0.547430,0.004460,7.234279,7.220452,0.840708,0.946432,0.005205,0.000389,0.000031,0.004289,0.000018,0.000010,0.042667,0.344962,0.003208,0.005665,0.082339,0.000076,0.002791,0.000036,0.000025,1.387558,3.118241,3.118196,3.078083,1.354094,0.428279,1.701743,0.117266,0.038967,0.007849,0.002440,0.211507,0.000181,0.005122,0.098108,0.014279,0,0,0,0,0,0,0
cuda,M2M100ForConditionalGeneration,16,17.554052,17.316323,2.362039,0.828941,0.148599,0.388322,0.711260,0.046382,14.840220,0.114617,0.113078,0.011537,0.000031,0.001917,0.000021,13.510552,1.094430,8.718061,0.819097,0.026836,0.043058,0.564468,0.004462,7.896796,7.882685,0.768515,0.972223,0.006647,0.000440,0.000037,0.004544,0.000020,0.000010,0.043617,0.358830,0.003865,0.006822,0.091772,0.000109,0.003582,0.000043,0.000027,1.780467,3.418379,3.418325,3.372071,1.606743,0.347203,1.741764,0.126917,0.044897,0.008372,0.002530,0.219540,0.000349,0.005947,0.104555,0.014885,0,0,0,0,0,0,0
cuda,MBartForCausalLM,4,8.339271,8.232070,1.044278,0.442964,0.057624,0.094956,0.254916,0.019127,7.133718,0.114624,0.113119,0.006602,0.000034,0.000749,0.000020,6.327968,0.568845,4.078699,0.789996,0.012512,0.377266,0.248755,0.002110,3.287635,3.280985,0.414935,0.452316,0.002431,0.000197,0.000034,0.003680,0.000019,0.000010,0.032904,0.153068,0.001423,0.002513,0.037282,0.000083,0.001712,0.000039,0.000028,0.646714,1.366854,1.366807,1.333287,0.420894,0.174693,0.901962,0.051374,0.032182,0.016168,0.004881,0.002334,0.100880,0.000331,0.005304,0.083385,0.004959,0,0,0,0,0,0
cuda,AlbertForMaskedLM,4,7.652708,7.600087,0.937700,0.479691,0.038191,0.039119,0.103779,0.012960,6.635803,0.115594,0.113950,0.006704,0.000032,0.000656,0.000021,6.092094,0.586971,3.919965,0.404407,0.009305,0.030604,0.210930,0.002074,3.514777,3.510621,0.421402,0.463376,0.002769,0.000181,0.000032,0.001368,0.000016,0.000011,0.030277,0.154167,0.001429,0.002242,0.036095,0.000094,0.001426,0.000037,0.000027,0.644395,1.509570,1.509527,1.477353,0.580952,0.335954,0.890824,0.044042,0.031567,0.021031,0.006329,0.003469,0.046231,0.000964,0.005321,0.384686,0.013664,0,0,0,0,0,0
cuda,AlbertForMaskedLM,4,7.509250,7.460703,0.886805,0.430024,0.038806,0.041286,0.105691,0.013326,6.547374,0.115168,0.113642,0.006428,0.000030,0.000691,0.000020,6.005886,0.435062,4.025782,0.403775,0.007552,0.031654,0.213526,0.002029,3.621137,3.616953,0.331143,0.456977,0.002348,0.000185,0.000037,0.001355,0.000017,0.000009,0.030784,0.154867,0.001301,0.001977,0.035337,0.000078,0.001185,0.000035,0.000026,1.162974,1.515337,1.515292,1.484246,0.569250,0.314841,0.909334,0.044528,0.030044,0.018787,0.006395,0.001985,0.042908,0.000884,0.005168,0.088255,0.005425,0,0,0,0,0,0
cuda,AllenaiLongformerBase,4,50.170790,48.379534,5.471550,3.376249,0.279473,0.133432,0.455603,1.541946,0.211973,0.006059,0.103860,44.246332,0.114741,0.112864,0.016067,0.000087,0.002523,0.000076,43.343351,5.021374,24.477922,1.456837,0.212003,0.117772,0.604598,0.004569,23.016379,22.238083,2.438448,3.499810,0.011488,0.000940,0.000091,0.110893,0.000093,0.000037,0.215354,0.111513,0.006326,0.010047,2.797927,0.000251,0.006168,0.000127,0.000100,3.803853,11.667709,11.667557,11.550719,4.201960,0.745449,7.331243,0.118862,0.114866,0.020893,0.065040,0.010393,0.005192,0.704105,0.010373,0,0,0,0,0
cuda,AllenaiLongformerBase,4,8.191575,6.379332,5.626594,3.807443,0.283847,0.152442,0.507243,1.509018,0.204959,0.003481,0.104650,2.117020,0.116482,0.114585,0.016847,0.000086,0.002814,0.000076,1.095460,0.036391,0.950779,0.445577,0.000810,0.003377,0.029004,0.000346,0.504787,0.503597,0.036665,0.030977,0.000241,0.000057,0.000054,0.000494,0.000030,0.000017,0.002603,0.005894,0.000132,0.000323,0.001402,0.000100,0.000160,0.000053,0.000046,0.070593,0.302096,0.302027,0.235479,0.056549,0.011058,0.175514,0.005504,0.095615,0.014776,0.052939,0.001373,0.005688,0.043262,0.001665,0.000653,0.007326,0.064350,0.011515,0
cuda,BartForCausalLM,4,8.346757,8.240418,1.068815,0.455494,0.057903,0.096330,0.260912,0.021952,7.113453,0.117451,0.115665,0.006410,0.000026,0.000725,0.000020,6.300199,0.591480,4.000066,0.427397,0.012721,0.019791,0.240677,0.001989,3.571594,3.201550,0.410491,0.458772,0.002357,0.000201,0.000039,0.003523,0.000020,0.000014,0.031760,0.152795,0.001414,0.002571,0.038727,0.000086,0.001246,0.000036,0.000026,0.646658,1.286228,1.286181,1.255943,0.354404,0.113061,0.891506,0.047778,0.028928,0.013764,0.003756,0.002157,0.100567,0.000128,0.005462,0.191365,0.010062,0,0,0,0,0,0
cuda,BartForCausalLM,4,7.681908,7.579511,0.963998,0.385447,0.056754,0.085973,0.241022,0.019533,6.562690,0.114280,0.112949,0.006256,0.000025,0.000745,0.000020,5.776905,0.441006,3.816511,0.423090,0.012353,0.019375,0.243925,0.001961,3.392439,3.386166,0.329967,0.438222,0.002294,0.000190,0.000030,0.003480,0.000018,0.000010,0.030588,0.147155,0.001356,0.002496,0.037402,0.000075,0.001242,0.000032,0.000025,0.737486,1.250473,1.250432,1.222478,0.327495,0.089585,0.884965,0.047524,0.026622,0.012251,0.003635,0.001675,0.096198,0.000365,0.004997,0.019851,0.004653,0,0,0,0,0,0
cuda,BertForMaskedLM,16,8.150023,8.021363,1.096273,0.425670,0.052365,0.090899,0.280062,0.015837,6.875008,0.113445,0.111661,0.006282,0.000028,0.000691,0.000020,6.091905,0.533641,3.996043,0.812932,0.007879,0.030262,0.256273,0.002076,3.182067,3.175991,0.411563,0.461202,0.002318,0.000179,0.000034,0.000809,0.000017,0.000009,0.032920,0.157241,0.001348,0.002398,0.038362,0.000094,0.001224,0.000035,0.000026,0.631742,1.258908,1.258862,1.234069,0.363109,0.119211,0.860430,0.049955,0.023521,0.007742,0.003117,0.121411,0.001018,0.005501,0.185248,0.014787,0,0,0,0,0,0,0
cuda,BertForMaskedLM,16,8.014526,7.885574,1.074350,0.391865,0.051452,0.094304,0.288108,0.016702,6.759270,0.116784,0.115274,0.006217,0.000026,0.000692,0.000019,5.941521,0.406487,4.001106,0.816223,0.361707,0.033263,0.266753,0.002156,3.183856,3.176884,0.332319,0.449307,0.002770,0.000177,0.000034,0.000862,0.000017,0.000009,0.031456,0.154067,0.001547,0.002704,0.038107,0.000091,0.001429,0.000035,0.000027,0.746903,1.245373,1.245328,1.220376,0.338635,0.096054,0.871481,0.048806,0.022702,0.006707,0.001870,0.121014,0.000064,0.063225,0.005199,0,0,0,0,0,0,0,0
cuda,BlenderbotForCausalLM,4,14.555444,14.380694,1.935942,0.720897,0.108779,0.150003,0.410775,0.035212,12.359944,0.112811,0.111339,0.008262,0.000025,0.001299,0.000020,11.288820,1.024322,7.377968,0.637702,0.024171,0.036409,0.406733,0.003576,6.738416,6.727256,1.059598,0.833365,0.004353,0.000348,0.000029,0.006417,0.000020,0.000010,0.039548,0.293657,0.002646,0.004644,0.070641,0.000085,0.002319,0.000035,0.000025,1.175953,2.912145,2.912101,2.863305,0.785805,0.344891,2.058923,0.482379,0.047921,0.021141,0.007002,0.002929,0.164594,0.000346,0.005150,0.139768,0.009135,0,0,0,0,0,0
cuda,BlenderbotForCausalLM,4,14.365631,13.760183,1.851470,0.630006,0.106908,0.144421,0.418042,0.035416,11.824210,0.117137,0.115675,0.008462,0.000026,0.001440,0.000020,10.729643,0.847944,7.076436,0.642399,0.023995,0.036902,0.411750,0.003568,6.432220,6.420227,0.632101,1.193231,0.004494,0.000342,0.000047,0.006951,0.000020,0.000010,0.041463,0.298352,0.002724,0.004843,0.075861,0.000079,0.002404,0.000037,0.000025,1.409510,2.466214,2.466170,2.419032,0.723629,0.263455,1.676996,0.098945,0.045811,0.019506,0.006737,0.002403,0.595033,0.000268,0.005170,0.062225,0.008986,0,0,0,0,0,0
cuda,DebertaV2ForMaskedLM,2,20.471071,20.248775,2.528968,0.985292,0.155675,0.147297,0.458305,0.048388,17.605381,0.114467,0.112823,0.014125,0.000030,0.002121,0.000021,16.470876,1.369446,10.934157,0.876306,0.030613,0.064299,0.591607,0.005193,10.055606,10.041963,0.929534,2.318093,0.006833,0.000435,0.000035,0.010910,0.000021,0.000010,0.326275,0.573453,0.004291,0.053458,0.202378,0.000109,0.003780,0.000044,0.000028,1.497098,4.442760,4.442713,4.386680,1.628428,0.338907,2.738252,0.112613,0.054965,0.022790,0.007551,0.003243,0.199760,0.000223,0.070109,0.217886,0.012058,0,0,0,0,0,0
cuda,DebertaV2ForMaskedLM,2,19.808860,19.603052,2.445981,1.200454,0.154788,0.153552,0.461450,0.049636,17.044833,0.116256,0.114814,0.011841,0.000029,0.002023,0.000021,15.883096,1.127262,11.161305,1.358590,0.029564,0.062973,0.610776,0.005230,9.800431,9.786997,0.806708,2.197555,0.005682,0.000471,0.000034,0.010495,0.000029,0.000010,0.331434,0.573725,0.003465,0.050043,0.197530,0.000097,0.003129,0.000037,0.000026,1.666750,4.283868,4.283817,4.231560,1.428291,0.247792,2.783899,0.110753,0.050604,0.021702,0.007475,0.003112,0.187949,0.000147,0.005296,0.084106,0.009698,0,0,0,0,0,0
cuda,DistilBertForMaskedLM,128,5.347679,5.273954,0.656652,0.287945,0.024616,0.061058,0.165742,0.010072,4.585245,0.115832,0.114140,0.005982,0.000027,0.000405,0.000018,3.926758,0.328019,2.623098,0.328564,0.004444,0.029616,0.152403,0.001280,2.293892,2.290580,0.256936,0.257768,0.001270,0.000108,0.000036,0.000688,0.000019,0.000009,0.026810,0.081472,0.000711,0.001395,0.020706,0.000082,0.000692,0.000036,0.000025,0.355025,1.185449,1.185402,0.799234,0.223325,0.069535,0.569133,0.028473,0.385535,0.017286,0.004283,0.002549,0.069743,0.000518,0.005831,0.285010,0.019388,0,0,0,0,0,0
cuda,DistilBertForMaskedLM,128,5.037123,4.967607,0.629616,0.265852,0.024268,0.061703,0.162912,0.009661,4.308858,0.114856,0.113415,0.004704,0.000026,0.000413,0.000020,3.662563,0.215039,2.607597,0.385472,0.003848,0.029783,0.213769,0.001256,2.221516,2.218265,0.197156,0.261693,0.001560,0.000112,0.000039,0.000649,0.000019,0.000010,0.025554,0.082272,0.000830,0.001568,0.021879,0.000096,0.000869,0.000038,0.000029,0.426262,1.106344,1.106286,0.807434,0.214910,0.057457,0.585480,0.028907,0.297987,0.287471,0.003951,0.002241,0.065812,0.000244,0.005502,0.026309,0.003179,0,0,0,0,0,0
cuda,DistillGPT2,16,7.048844,2.349878,2.768282,1.013122,0.142389,0.110683,0.380648,4.563701,0.117596,0.001793,0.018628,4.087977,0.113257,0.111077,0.006643,0.000048,0.000647,0.000037,3.515096,0.275873,2.551726,0.587579,0.005828,0.016958,0.186528,0.001271,1.963441,1.959680,0.212526,0.239775,0.001111,0.000126,0.000046,0.001426,0.000034,0.000018,0.022172,0.072114,0.000672,0.001207,0.018965,0.000114,0.000659,0.000058,0.000047,0.346254,0.959123,0.959054,0.883217,0.278232,0.105039,0.598234,0.026084,0.075026,0.064790,0.003631,0.003363,0.006020,0.218961,0.013410,0,0,0,0,0
cuda,DistillGPT2,16,6.489927,4.791667,1.467245,0.527406,0.052601,0.105043,0.269080,1.502676,0.175944,0.006231,0.019413,4.725289,0.114586,0.112813,0.007587,0.000131,0.000738,0.000108,4.072448,0.331365,2.997535,0.263146,0.006652,0.018943,0.099944,0.001407,2.733047,2.728522,0.220468,0.251341,0.001252,0.000198,0.000121,0.001720,0.000087,0.000053,0.022332,0.075027,0.000760,0.001462,0.020971,0.000289,0.000844,0.000156,0.000135,0.614676,1.373663,1.373464,0.919870,0.276586,0.104465,0.633144,0.029313,0.451176,0.186835,0.250543,0.004716,0.004569,0.278125,0.013580,0,0,0,0,0
cuda,ElectraForCausalLM,32,10.045596,9.915872,1.355615,0.650099,0.065168,0.089112,0.281009,0.018340,8.506658,0.118457,0.116742,0.005944,0.000026,0.000781,0.000019,7.701165,0.836109,4.599227,0.680588,0.015070,0.023903,0.486958,0.002232,3.917448,3.909683,0.385497,0.487353,0.002871,0.000181,0.000035,0.002061,0.000018,0.000010,0.032022,0.157366,0.001595,0.002685,0.038684,0.000101,0.001449,0.000037,0.000029,0.713503,1.919796,1.919741,1.889557,0.964162,0.130422,0.914910,0.046601,0.028865,0.009707,0.003239,0.122731,0.000214,0.005360,0.263459,0.010247,0,0,0,0,0,0,0
cuda,ElectraForCausalLM,32,9.701537,9.565727,1.269346,0.566698,0.064207,0.090938,0.280193,0.019230,8.242298,0.114259,0.112810,0.006091,0.000026,0.000789,0.000021,7.420878,0.695705,4.498511,0.585567,0.015148,0.024560,0.392618,0.002164,3.911775,3.905449,0.338544,0.467460,0.002791,0.000191,0.000035,0.002053,0.000018,0.000010,0.031375,0.155336,0.001510,0.002616,0.034976,0.000095,0.001440,0.000036,0.000026,0.812994,1.882215,1.882163,1.851579,0.937049,0.102616,0.904017,0.046751,0.029296,0.007359,0.001946,0.127138,0.000087,0.006037,0.005497,0,0,0,0,0,0,0,0
cuda,GPT2ForSequenceClassification,4,10.247842,10.013288,2.952814,1.043757,0.180690,0.119047,0.402369,0.054784,6.949124,0.114015,0.112381,0.011621,0.000050,0.001951,0.000039,5.960312,0.875693,3.827536,0.624395,0.009338,0.019605,0.178025,0.001994,3.202250,3.197199,0.369235,0.441416,0.001983,0.000166,0.000033,0.001698,0.000019,0.000010,0.030275,0.145532,0.001196,0.002260,0.033734,0.000086,0.001110,0.000035,0.000025,0.597365,1.466788,1.466745,1.430262,0.473138,0.217073,0.948298,0.043089,0.050642,0.022266,0.003609,0.003073,0.214631,0.001280,0.005278,0.129512,0.020813,0.000638,0.000240,0.004760,0.004430,0,0
cuda,GPT2ForSequenceClassification,4,9.371152,8.100573,2.115580,0.684643,0.090951,0.536017,0.761552,1.052086,0.198015,0.004442,0.032141,6.909720,0.114258,0.112393,0.009380,0.000113,0.001116,0.000092,6.127733,0.535391,3.964716,0.334720,0.010149,0.023402,0.155881,0.002159,3.628566,3.621941,0.362023,0.448257,0.002063,0.000242,0.000091,0.001856,0.000057,0.000036,0.030734,0.147994,0.001289,0.002298,0.035181,0.000218,0.001240,0.000111,0.000095,0.598752,1.846370,1.846223,1.458873,0.480268,0.222454,0.967145,0.046311,0.387601,0.186750,0.183965,0.003882,0.005478,0.445480,0.081884,0.003900,0.000215,0.000086,0.000888,0
cuda,GoogleFnet,16,6.120882,6.027205,0.723076,0.289022,0.032207,0.060081,0.185124,0.009414,5.271117,0.113644,0.112048,0.005392,0.000043,0.000502,0.000019,4.618552,0.347279,3.266068,0.225156,0.004820,0.018344,0.064851,0.001954,3.040218,3.036504,0.247260,0.333606,0.001448,0.000127,0.000030,0.002066,0.000017,0.000009,0.031738,0.105189,0.000843,0.001554,0.026635,0.000075,0.000809,0.000033,0.000025,0.498437,1.722601,1.722561,1.701642,0.684661,0.148080,1.009468,0.047470,0.019993,0.008941,0.002973,0.088593,0.000628,0.005285,0.253603,0.016105,0,0,0,0,0,0,0
cuda,GoogleFnet,16,6.229718,6.138860,0.739254,0.287937,0.031146,0.064946,0.196527,0.010827,5.364750,0.113773,0.112089,0.006965,0.000028,0.000519,0.000020,4.740990,0.260588,3.379355,0.236353,0.004786,0.018602,0.069480,0.002020,3.142240,3.138384,0.199046,0.328675,0.001769,0.000128,0.000034,0.002210,0.000017,0.000010,0.032453,0.106651,0.000957,0.001834,0.024379,0.000086,0.000976,0.000033,0.000026,0.529025,1.837782,1.837730,1.816711,0.749337,0.140603,1.059256,0.049977,0.019521,0.007754,0.002132,0.085884,0.000145,0.007407,0.003941,0,0,0,0,0,0,0,0
